City,Location,Carpet Area,Built-up Area,Super Built-up Area,BHK,Bathrooms,Balcony,Parking,Floor,Total Floors,Property Age,Facing,Property Type,Furnishing,Power Backup,Lift,Security,Swimming Pool,Gym,Garden,Nearby Metro,Nearby Hospital,Nearby School,Nearby Mall,Road Width,Corner Property,East Facing,Latitude,Longitude,Price
Lucknow,Aliganj,1219,1462,1827,3,3,2,2,6,7,10,South,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,1,1,30,1,0,26.8462,80.9273,9546328
Hyderabad,Secunderabad,845,1014,1267,2,2,2,2,2,7,7,North,Apartment,Unfurnished,1,1,0,0,0,1,1,1,1,1,30,0,0,17.2874,78.5447,7567846
Eluru,RR Peta,713,855,1068,2,2,1,1,7,7,17,South,Apartment,Semi-Furnished,1,1,0,0,0,0,0,1,0,0,40,0,0,16.7754,81.0557,4209555
Tirupati,Alipiri,555,666,832,1,1,1,1,7,7,14,North,Builder Floor,Fully Furnished,1,1,1,0,0,1,1,1,1,1,40,1,0,13.6105,79.3823,7328686
Mumbai,Andheri,371,445,556,1,1,1,1,15,15,13,South,Apartment,Unfurnished,1,1,1,1,1,1,0,1,1,0,30,0,0,19.1157,72.8329,17362570
Pune,Koregaon Park,446,535,668,1,1,0,1,1,4,9,West,Penthouse,Fully Furnished,1,1,1,0,0,1,0,1,1,0,30,0,0,18.4399,73.8288,13002606
Hyderabad,Gachibowli,1374,1648,2060,3,2,0,1,2,10,16,North,Apartment,Fully Furnished,0,1,1,0,0,1,1,1,1,0,60,0,0,17.3767,78.5034,17774474
Pune,Wakad,1974,2368,2960,5,4,1,1,2,7,0,West,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,1,40,0,0,18.5173,73.857,19318197
Visakhapatnam,Rushikonda,1661,1993,2491,4,3,0,1,3,4,24,North,Builder Floor,Unfurnished,1,0,0,0,0,0,1,1,1,1,60,0,0,17.6974,83.3312,18472386
Anantapur,Rudrampeta,828,993,1241,2,1,1,0,24,40,9,West,Apartment,Unfurnished,1,1,1,0,0,1,0,1,1,0,30,0,0,14.6876,77.5638,3709071
Vijayawada,Kanuru,1122,1346,1682,3,2,1,1,2,3,0,West,Villa,Unfurnished,0,0,0,0,0,0,1,1,1,0,40,0,0,16.4644,80.6383,13105812
Vijayawada,Patamata,398,477,596,1,2,1,2,5,7,25,East,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,1,0,40,0,1,16.4916,80.6724,4339621
Vijayawada,Patamata,1315,1578,1972,3,4,0,1,6,15,1,West,Apartment,Semi-Furnished,1,0,0,0,0,0,0,1,1,1,30,0,0,16.5182,80.6886,17078312
Pune,Baner,815,978,1222,2,1,0,2,2,10,22,North,Apartment,Semi-Furnished,1,1,1,0,1,0,0,1,1,1,60,0,0,18.6543,73.968,7538201
Mumbai,Borivali,889,1066,1332,2,3,1,0,3,15,18,West,Apartment,Fully Furnished,1,1,1,0,0,0,1,1,1,0,60,0,0,19.0836,72.9097,31889912
Kurnool,Nandyal Road,530,636,795,1,1,2,1,2,2,15,North,Villa,Semi-Furnished,1,0,1,0,0,1,0,1,1,1,40,0,0,15.7904,78.0152,4092905
Guntur,Pattabhipuram,1160,1392,1740,3,4,1,1,8,10,2,West,Apartment,Semi-Furnished,1,1,1,0,1,1,0,1,1,1,30,0,0,16.2866,80.386,10780402
Kadapa,Co-operative Colony,1143,1371,1713,3,3,1,1,1,2,9,South,Villa,Fully Furnished,0,0,1,1,0,0,0,0,0,0,60,1,0,14.4412,78.7922,12040784
Bangalore,Electronic City,1337,1604,2005,3,4,2,1,10,10,18,South,Apartment,Semi-Furnished,1,0,1,0,1,1,0,1,1,1,30,0,0,12.9691,77.5126,11253271
Jaipur,Vaishali Nagar,711,853,1066,2,2,2,1,5,7,10,West,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,0,30,1,0,26.8947,75.8882,5579089
Chennai,OMR,715,858,1072,2,2,1,1,18,30,6,North,Apartment,Fully Furnished,1,1,1,0,0,1,0,1,1,0,40,1,0,13.0717,80.2036,7764036
Kurnool,C-Camp,858,1029,1286,2,3,1,1,1,1,19,South,Villa,Unfurnished,0,0,1,0,0,1,1,1,1,0,20,1,0,15.8083,78.0281,7274434
Vijayawada,Gollapudi,736,883,1103,2,2,3,1,3,4,14,South,Builder Floor,Unfurnished,1,1,0,0,0,0,1,1,0,0,80,0,0,16.4514,80.6452,4474431
Hyderabad,Madhapur,828,993,1241,2,2,2,0,11,15,10,West,Apartment,Fully Furnished,0,1,1,1,0,0,1,1,1,1,40,0,0,17.3382,78.5357,13610564
Kadapa,Co-operative Colony,854,1024,1280,2,3,2,1,1,2,18,North,Villa,Semi-Furnished,1,0,1,1,0,1,0,1,1,1,40,0,0,14.4558,78.8083,7677625
Jaipur,Vaishali Nagar,2179,2614,3267,5,5,1,1,9,15,21,South,Apartment,Unfurnished,1,1,1,1,0,1,1,1,0,0,40,0,0,27.0288,75.7331,15889307
Chennai,OMR,2087,2504,3130,5,5,2,1,2,2,17,West,Villa,Semi-Furnished,1,0,1,0,0,1,0,1,0,0,60,0,0,13.0282,80.2265,22876015
Lucknow,Gomti Nagar,427,512,640,1,2,2,2,1,4,23,North,Penthouse,Fully Furnished,1,1,1,0,0,0,0,0,1,0,60,0,0,26.7827,80.8948,5739457
Visakhapatnam,Madhurawada,1225,1470,1837,3,2,0,2,6,10,21,East,Apartment,Semi-Furnished,1,1,1,0,1,0,1,0,1,0,30,0,1,17.6577,83.3254,11316709
Hyderabad,Madhapur,850,1020,1275,2,2,1,1,5,15,14,North,Apartment,Unfurnished,1,1,1,0,0,1,0,1,1,0,40,1,0,17.3834,78.4526,11812748
Chennai,Anna Nagar,1368,1641,2051,3,2,3,1,20,20,9,West,Builder Floor,Fully Furnished,0,1,1,0,1,0,1,1,1,0,30,0,0,13.0904,80.2672,27732307
Bangalore,Indiranagar,1292,1550,1937,3,4,3,0,9,15,11,South,Apartment,Semi-Furnished,0,1,1,0,1,1,1,1,1,1,60,1,0,12.9847,77.5052,36409965
Vijayawada,Moghalrajpuram,1130,1356,1695,3,2,2,1,1,1,10,East,Villa,Semi-Furnished,1,0,0,0,0,1,0,1,1,1,30,0,1,16.4867,80.6675,19112997
Delhi,Noida,962,1154,1442,2,1,1,0,4,15,14,North,Apartment,Fully Furnished,1,0,1,1,0,0,1,1,1,1,40,0,0,28.6772,77.2189,13647638
Lucknow,Hazratganj,898,1077,1346,2,3,1,2,6,7,0,North,Apartment,Semi-Furnished,1,0,0,0,0,0,0,1,1,0,30,0,0,26.8373,80.9909,13669928
Ahmedabad,Ghatlodia,896,1075,1343,2,2,2,2,1,2,10,East,Villa,Fully Furnished,0,0,1,1,0,1,1,1,1,0,20,0,1,23.1094,72.5995,7755429
Nellore,Harnathapuram,823,987,1233,2,3,1,0,9,20,18,East,Builder Floor,Semi-Furnished,0,0,1,0,1,1,1,1,1,0,40,0,1,14.4434,79.9998,6502340
Mumbai,Borivali,968,1161,1451,2,2,2,0,1,1,16,West,Villa,Unfurnished,0,0,1,1,0,1,1,1,1,1,30,0,0,19.0696,72.9257,38862871
Ahmedabad,SG Highway,1242,1490,1862,3,2,1,1,19,30,17,East,Apartment,Semi-Furnished,1,0,1,0,1,1,1,1,1,0,40,0,1,22.9824,72.5954,10251786
Jaipur,Jagatpura,2112,2534,3167,5,6,2,2,5,10,1,East,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,60,0,1,26.9293,75.7936,14117891
Tirupati,Renigunta Road,2026,2431,3038,5,5,1,0,10,15,21,North,Apartment,Unfurnished,1,1,1,1,0,1,1,1,1,0,60,1,0,13.6311,79.4442,13176841
Chennai,Anna Nagar,737,884,1105,2,2,0,2,7,15,20,East,Apartment,Unfurnished,1,0,1,0,0,1,1,1,1,1,80,0,1,13.1145,80.2743,11019981
Kadapa,Yerramukkapalli,960,1152,1440,2,2,0,1,8,10,13,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,30,1,0,14.4493,78.8348,5817324
Kurnool,Budhavarapeta,1336,1603,2003,3,3,1,2,4,4,12,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,30,1,0,15.9573,78.0923,8561608
Nellore,Magunta Layout,870,1044,1305,2,2,2,1,4,7,1,East,Builder Floor,Unfurnished,1,0,1,0,0,1,1,1,1,1,30,0,1,14.3816,79.9677,8811331
Rajahmundry,Ramanayyapeta,1281,1537,1921,3,3,1,1,1,15,21,West,Apartment,Unfurnished,1,1,1,1,1,0,1,1,1,1,40,0,0,16.9758,81.7468,6179284
Eluru,Eluru Bypass,1175,1410,1762,3,3,3,2,1,1,17,East,Villa,Semi-Furnished,1,0,0,0,0,0,1,1,1,0,30,1,1,16.6901,81.107,6942865
Bangalore,Electronic City,928,1113,1391,2,2,0,0,20,30,9,North,Apartment,Unfurnished,1,1,1,0,1,0,1,1,1,0,30,0,0,13.0156,77.5642,9117323
Visakhapatnam,Rushikonda,1221,1465,1831,3,4,2,1,5,20,15,North,Builder Floor,Semi-Furnished,1,1,1,1,0,0,1,1,1,1,40,0,0,17.6356,83.1685,16122869
Ahmedabad,Bopal,825,990,1237,2,3,1,2,11,30,9,West,Apartment,Semi-Furnished,0,0,1,0,1,0,1,1,1,0,80,0,0,22.9916,72.5722,5963754
Bangalore,Electronic City,931,1117,1396,2,2,2,0,3,15,22,South,Builder Floor,Semi-Furnished,1,1,1,0,1,1,0,1,1,0,60,1,0,12.8886,77.6301,8499424
Vizianagaram,Balaji Nagar,1140,1368,1710,3,2,1,0,3,4,18,West,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,1,0,80,0,0,18.0912,83.4168,6348827
Bangalore,Koramangala,1380,1656,2070,3,3,3,0,2,4,2,North,Apartment,Semi-Furnished,0,0,1,0,0,0,0,1,1,1,20,0,0,13.0729,77.5497,30747502
Lucknow,Indira Nagar,530,636,795,1,1,1,0,9,10,8,West,Apartment,Unfurnished,1,0,1,0,1,1,1,1,1,1,60,1,0,26.8364,80.8537,5075327
Pune,Baner,891,1069,1336,2,2,1,0,2,4,3,East,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,40,0,1,18.605,73.8853,10463782
Eluru,RR Peta,834,1000,1250,2,2,0,1,1,7,23,North,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,0,40,0,0,16.7512,81.0073,5411736
Chennai,Adyar,845,1014,1267,2,2,1,2,3,4,17,West,Apartment,Semi-Furnished,0,1,1,0,0,0,1,1,1,0,30,1,0,13.1227,80.2751,17475945
Pune,Kothrud,1116,1339,1673,3,4,0,1,1,4,24,South,Builder Floor,Unfurnished,1,0,0,0,0,1,1,1,1,1,40,0,0,18.6469,73.81,12870732
Nellore,Dargamitta,819,982,1227,2,2,1,1,14,20,8,South,Apartment,Unfurnished,0,1,1,0,0,1,1,1,1,0,30,0,0,14.4046,80.0056,5903470
Vizianagaram,Balaji Nagar,873,1047,1308,2,2,1,0,7,10,22,North,Apartment,Semi-Furnished,1,1,1,0,1,1,1,1,1,1,40,0,0,18.049,83.4042,5224433
Mumbai,Borivali,1215,1458,1822,3,2,0,0,2,4,15,West,Apartment,Unfurnished,1,0,1,0,0,0,1,1,1,1,40,0,0,19.066,72.8115,41468648
Guntur,Pattabhipuram,1310,1572,1965,3,4,2,0,2,3,15,East,Villa,Semi-Furnished,1,0,1,1,0,1,0,1,1,0,60,0,1,16.3267,80.4479,11786623
Eluru,Eluru Bypass,320,384,480,1,1,1,1,2,4,1,West,Builder Floor,Unfurnished,1,1,1,0,0,1,1,1,1,1,30,1,0,16.6425,81.1469,1981781
Kadapa,Nagarajupet,1332,1598,1997,3,3,2,1,9,30,17,East,Builder Floor,Fully Furnished,1,1,1,1,1,1,0,1,1,1,30,1,1,14.5306,78.8406,10154491
Kadapa,Yerramukkapalli,977,1172,1465,2,2,0,2,7,20,4,South,Builder Floor,Unfurnished,1,1,1,0,0,1,1,1,1,1,20,0,0,14.4365,78.8095,6462051
Chennai,Anna Nagar,998,1197,1496,2,2,0,1,5,10,2,East,Apartment,Semi-Furnished,1,0,1,0,1,1,0,1,1,1,40,0,1,13.0948,80.2294,20714974
Pune,Wakad,986,1183,1478,2,1,2,0,3,4,2,North,Apartment,Semi-Furnished,1,1,0,0,0,1,0,1,1,1,60,1,0,18.529,73.8687,9452800
Anantapur,Housing Board Colony,757,908,1135,2,3,3,0,3,7,18,South,Builder Floor,Fully Furnished,1,1,0,0,0,1,0,1,1,1,40,0,0,14.687,77.5975,4341656
Rajahmundry,Danavaipeta,836,1003,1253,2,2,1,1,3,10,18,North,Builder Floor,Unfurnished,0,0,0,0,1,1,1,0,1,0,60,1,0,17.0678,81.7676,6674211
Vijayawada,Kanuru,775,930,1162,2,1,0,1,7,7,20,North,Apartment,Unfurnished,1,1,1,0,0,1,1,1,0,0,80,0,0,16.4721,80.6604,5687719
Jaipur,Vaishali Nagar,1390,1668,2085,3,3,2,1,16,20,18,West,Apartment,Fully Furnished,1,1,1,1,0,1,1,1,1,1,40,0,0,26.9371,75.8633,11743235
Guntur,Brodipet,718,861,1076,2,1,1,2,1,4,19,East,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,20,0,1,16.3371,80.4021,6598112
Lucknow,Hazratganj,818,981,1226,2,1,1,1,3,4,15,East,Apartment,Unfurnished,1,0,1,0,0,0,0,1,1,1,30,0,1,26.8696,80.9691,9383376
Chennai,Velachery,2140,2568,3210,5,4,1,2,14,15,7,West,Apartment,Unfurnished,1,0,1,1,1,0,0,1,1,0,30,0,0,13.0963,80.2716,31842430
Chennai,Velachery,508,609,761,1,2,1,1,6,7,5,North,Builder Floor,Semi-Furnished,0,1,1,0,0,1,1,0,1,1,30,0,0,13.0984,80.3354,8095845
Eluru,Sanivarapupeta,375,450,562,1,1,2,0,10,10,18,South,Apartment,Unfurnished,0,1,1,0,1,1,1,1,1,1,40,0,0,16.7178,81.2002,1587528
Rajahmundry,Ramanayyapeta,978,1173,1466,2,2,2,1,4,10,2,East,Penthouse,Unfurnished,1,1,1,0,1,1,1,1,1,0,30,0,1,17.068,81.8327,7038520
Guntur,Gorantla,1523,1827,2283,4,3,0,2,7,7,24,North,Apartment,Fully Furnished,1,1,0,0,0,0,1,0,0,1,30,0,0,16.3488,80.4849,7395642
Kadapa,Ravindra Nagar,844,1012,1265,2,2,0,2,2,7,7,West,Builder Floor,Semi-Furnished,0,1,1,0,0,1,1,1,1,0,30,0,0,14.4291,78.8702,5110890
Pune,Koregaon Park,402,482,602,1,1,0,0,15,15,19,East,Apartment,Semi-Furnished,1,1,1,1,1,0,0,0,1,0,30,0,1,18.4942,73.7971,7323371
Eluru,Powerpet,1503,1803,2253,4,3,0,0,1,30,13,East,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,0,30,0,1,16.7284,81.0863,8174467
Ahmedabad,Bopal,1176,1411,1763,3,3,1,1,20,20,10,West,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,0,1,40,1,0,23.0387,72.5655,8993082
Eluru,Vatluru,318,381,476,1,1,2,1,24,40,7,South,Apartment,Unfurnished,1,1,0,0,1,1,1,1,1,0,40,0,0,16.8191,81.0625,1376653
Nellore,Harnathapuram,408,489,611,1,1,0,0,13,30,15,North,Builder Floor,Semi-Furnished,0,1,1,0,1,0,0,1,0,1,20,0,0,14.4242,79.9599,3141838
Vizianagaram,Phool Baugh,723,867,1083,2,2,2,0,9,10,1,South,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,1,40,0,0,18.0117,83.3559,4635464
Jaipur,Mansarovar,1380,1656,2070,3,3,0,1,4,7,3,West,Builder Floor,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,40,0,0,26.9046,75.7681,11250752
Anantapur,Rudrampeta,732,878,1097,2,2,1,0,7,10,13,South,Apartment,Semi-Furnished,0,1,1,0,0,0,0,1,1,1,30,1,0,14.6908,77.5158,3576266
Pune,Wakad,886,1063,1328,2,3,1,0,7,7,22,East,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,0,40,0,1,18.5263,73.8426,6289099
Delhi,South Delhi,1164,1396,1745,3,3,1,1,5,7,14,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,40,0,0,28.6077,77.158,42334828
Kurnool,C-Camp,768,921,1151,2,2,2,1,6,7,22,West,Apartment,Fully Furnished,1,1,0,0,0,1,1,1,1,0,30,1,0,15.8431,78.0289,5844881
Lucknow,Indira Nagar,1557,1868,2335,4,4,1,2,7,7,0,South,Apartment,Semi-Furnished,1,0,0,0,0,0,0,1,1,1,20,0,0,26.8594,81.0369,14704409
Guntur,Brodipet,887,1064,1330,2,3,2,2,3,10,16,South,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,0,30,0,0,16.2582,80.3703,8323833
Guntur,Lakshmipuram,877,1052,1315,2,3,0,2,6,7,19,North,Apartment,Fully Furnished,1,0,1,0,0,1,1,1,1,0,30,0,0,16.2869,80.5218,7423297
Visakhapatnam,Gajuwaka,1161,1393,1741,3,2,1,1,7,7,22,South,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,20,0,0,17.7126,83.2178,9165873
Kolkata,Tollygunge,570,684,855,1,1,2,1,6,15,3,West,Apartment,Unfurnished,1,0,1,0,1,0,1,1,1,0,60,0,0,22.5421,88.3475,6680948
Visakhapatnam,Rushikonda,1688,2025,2531,4,4,2,0,2,2,5,East,Villa,Unfurnished,1,0,1,0,0,1,1,1,1,0,30,0,1,17.6593,83.2761,27500629
Kakinada,Bhanugudi Junction,1337,1604,2005,3,3,1,1,1,1,4,West,Villa,Semi-Furnished,1,0,0,1,0,0,1,1,1,1,20,0,0,17.0099,82.258,15805543
Kurnool,Kallur,500,600,750,1,1,1,1,12,15,8,East,Apartment,Semi-Furnished,1,1,0,0,1,1,1,1,1,1,30,0,1,15.8522,77.9869,3073370
Ahmedabad,Prahlad Nagar,790,948,1185,2,1,2,0,2,4,1,East,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,0,40,0,1,23.0562,72.6149,9677050
Kurnool,Kallur,858,1029,1286,2,1,1,1,11,30,16,North,Apartment,Semi-Furnished,1,1,1,1,0,0,0,0,1,1,20,0,0,15.8319,78.0647,4281724
Eluru,Sanivarapupeta,508,609,761,1,1,1,0,6,10,24,North,Apartment,Fully Furnished,1,1,1,0,1,1,0,1,1,0,40,0,0,16.6913,81.0761,2187588
Vizianagaram,Phool Baugh,1746,2095,2618,4,5,0,1,3,4,14,South,Builder Floor,Semi-Furnished,1,1,1,0,0,0,0,0,1,0,80,0,0,18.2213,83.3288,8731941
Tirupati,Alipiri,591,709,886,1,1,1,1,2,2,17,South,Villa,Fully Furnished,1,0,1,0,0,0,1,1,1,0,30,0,0,13.6169,79.3432,8310121
Nellore,Vedayapalem,414,496,620,1,1,0,1,7,20,15,South,Apartment,Semi-Furnished,0,0,1,0,0,0,0,1,1,1,30,0,0,14.4793,80.0264,2290099
Jaipur,C-Scheme,870,1044,1305,2,3,1,2,7,10,8,South,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,40,0,0,26.9556,75.704,12382214
Guntur,Brodipet,442,530,662,1,1,3,1,3,3,25,South,Villa,Fully Furnished,0,0,1,0,0,1,1,1,1,0,30,0,0,16.264,80.3965,5024951
Vizianagaram,Kothavalasa,1117,1340,1675,3,3,1,1,10,10,19,North,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,0,60,0,0,18.1276,83.3662,3935491
Pune,Wakad,1501,1801,2251,4,3,2,1,5,10,2,North,Apartment,Fully Furnished,1,0,1,0,0,0,1,0,1,0,40,0,0,18.5323,73.8762,14912896
Kakinada,NFCL Road,1264,1516,1895,3,3,1,1,18,30,11,East,Apartment,Fully Furnished,1,1,1,1,0,0,0,1,1,0,60,0,1,17.0548,82.2361,7647090
Mumbai,Andheri,1298,1557,1946,3,4,2,1,1,4,16,South,Apartment,Fully Furnished,1,0,1,0,0,1,0,1,1,1,60,0,0,19.103,72.832,63797179
Kolkata,Alipore,791,949,1186,2,2,1,2,10,10,19,West,Penthouse,Unfurnished,1,1,0,1,1,1,1,1,1,0,30,0,0,22.5055,88.3486,23187439
Chennai,Anna Nagar,962,1154,1442,2,2,0,1,1,3,16,South,Villa,Semi-Furnished,0,0,0,1,0,0,0,1,1,0,40,0,0,13.0812,80.3065,18398133
Mumbai,Thane,1721,2065,2581,4,4,3,1,9,20,4,North,Apartment,Semi-Furnished,1,1,0,1,0,0,1,1,1,1,30,0,0,19.1081,72.8136,54949177
Rajahmundry,Lala Cheruvu,791,949,1186,2,3,3,1,4,10,6,North,Apartment,Semi-Furnished,1,1,1,0,1,0,0,1,1,1,80,0,0,16.9194,81.869,4824518
Rajahmundry,Ramanayyapeta,1375,1650,2062,3,3,2,0,5,10,24,North,Apartment,Semi-Furnished,1,0,1,0,1,1,1,1,1,0,40,0,0,17.0575,81.8044,6244961
Hyderabad,Kondapur,877,1052,1315,2,1,0,1,1,2,8,East,Villa,Fully Furnished,1,0,1,1,0,1,1,1,1,1,60,1,1,17.3677,78.4825,12345371
Anantapur,Maruthi Nagar,534,640,800,1,1,2,0,7,7,4,East,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,1,60,0,1,14.6456,77.5593,4045152
Tirupati,Bairagipatteda,491,589,736,1,1,1,1,11,30,14,North,Penthouse,Fully Furnished,1,1,0,0,0,1,0,1,1,1,40,0,0,13.5888,79.4522,4969229
Kolkata,New Town,1170,1404,1755,3,2,2,2,2,10,25,South,Builder Floor,Semi-Furnished,0,1,1,0,0,1,1,0,1,1,40,0,0,22.5087,88.3484,11879797
Visakhapatnam,MVP Colony,764,916,1145,2,2,1,2,4,4,12,West,Apartment,Fully Furnished,1,1,0,0,0,1,1,1,1,1,80,1,0,17.6553,83.1439,12450680
Kurnool,Budhavarapeta,1264,1516,1895,3,3,2,1,29,30,10,West,Apartment,Fully Furnished,1,0,1,0,1,1,1,1,1,1,30,0,0,15.8596,78.0325,8267011
Pune,Kothrud,328,393,491,1,1,0,1,22,40,16,West,Apartment,Fully Furnished,1,0,1,1,1,0,1,1,1,1,20,0,0,18.5573,73.8388,4561604
Jaipur,Vaishali Nagar,1967,2360,2950,5,5,1,2,1,1,19,East,Villa,Semi-Furnished,0,0,1,1,0,1,0,1,1,1,20,0,1,26.9725,75.8064,17396455
Jaipur,C-Scheme,1337,1604,2005,3,3,1,0,4,4,21,East,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,20,0,1,27.0117,75.7273,16576937
Bangalore,Indiranagar,813,975,1218,2,2,1,1,1,4,4,South,Apartment,Unfurnished,1,0,1,0,0,1,1,1,1,1,60,1,0,12.9392,77.6141,22011752
Lucknow,Hazratganj,1776,2131,2663,4,5,1,0,3,10,14,West,Builder Floor,Fully Furnished,0,1,1,0,0,0,1,1,1,0,80,0,0,26.9121,80.9567,26587647
Bangalore,Electronic City,1122,1346,1682,3,3,2,1,2,15,23,West,Apartment,Semi-Furnished,1,1,1,1,1,1,1,1,1,1,40,0,0,12.923,77.4144,10324244
Mumbai,Borivali,947,1136,1420,2,2,2,1,8,15,10,North,Builder Floor,Semi-Furnished,1,0,1,0,1,1,1,1,1,0,30,0,0,18.9833,72.8925,33405626
Guntur,Lakshmipuram,701,841,1051,2,3,1,2,15,20,4,East,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,80,0,1,16.4391,80.4229,6986112
Nellore,Magunta Layout,1375,1650,2062,3,3,1,1,5,10,8,West,Apartment,Semi-Furnished,1,1,0,0,0,1,1,0,1,1,30,0,0,14.4095,80.014,13517057
Tirupati,TUDA Layout,1557,1868,2335,4,4,2,1,5,20,15,South,Apartment,Unfurnished,1,0,1,0,0,1,0,1,1,1,30,0,0,13.5816,79.3875,11492620
Hyderabad,Secunderabad,767,920,1150,2,3,1,1,9,10,23,East,Apartment,Semi-Furnished,1,0,1,0,1,0,0,1,1,0,30,0,1,17.3408,78.5361,5761415
Delhi,Noida,785,942,1177,2,2,2,2,1,15,8,North,Apartment,Unfurnished,1,1,0,0,0,0,1,1,0,0,20,0,0,28.5913,77.0987,9628908
Eluru,Vatluru,916,1099,1373,2,2,0,2,3,4,12,West,Apartment,Fully Furnished,1,1,1,0,0,1,0,1,1,1,40,0,0,16.6643,81.1094,4046343
Hyderabad,Secunderabad,1107,1328,1660,3,3,1,1,4,4,4,East,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,80,1,1,17.4609,78.4739,12123945
Visakhapatnam,Seethammadhara,1329,1594,1992,3,3,2,0,4,10,1,North,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,1,60,0,0,17.6343,83.1425,25639738
Delhi,Rohini,941,1129,1411,2,2,1,1,5,10,15,West,Apartment,Semi-Furnished,1,1,1,0,1,1,1,1,1,1,60,0,0,28.5876,77.1934,14473282
Kurnool,C-Camp,1257,1508,1885,3,3,0,1,1,4,0,South,Builder Floor,Unfurnished,1,1,1,0,0,1,1,1,1,0,60,0,0,15.8467,78.0435,10931121
Guntur,Lakshmipuram,1100,1320,1650,3,3,2,0,8,10,8,West,Penthouse,Unfurnished,1,1,0,0,0,1,1,1,1,0,30,0,0,16.369,80.3459,13324368
Eluru,Sanivarapupeta,973,1167,1458,2,2,1,1,9,10,5,West,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,40,0,0,16.6579,81.058,5070260
Eluru,Sanivarapupeta,847,1016,1270,2,2,0,1,9,10,5,South,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,0,40,0,0,16.6529,81.0193,4149253
Vizianagaram,Balaji Nagar,1693,2031,2538,4,4,2,2,3,10,9,South,Apartment,Semi-Furnished,1,1,0,0,1,1,1,1,1,1,20,0,0,18.0007,83.4981,11555874
Nellore,Dargamitta,1150,1380,1725,3,3,1,1,2,4,15,North,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,30,0,0,14.5188,80.0564,8564346
Bangalore,Indiranagar,1101,1321,1651,3,2,3,1,4,10,22,South,Apartment,Unfurnished,1,0,1,0,0,1,1,1,1,0,30,0,0,12.9365,77.6257,22264784
Hyderabad,Secunderabad,705,846,1057,2,3,1,2,1,3,3,East,Villa,Unfurnished,1,0,0,1,0,1,1,1,1,1,60,1,1,17.2999,78.4514,8465118
Kolkata,New Town,533,639,798,1,1,1,2,1,10,23,South,Apartment,Semi-Furnished,1,1,1,0,1,1,1,1,1,1,40,1,0,22.573,88.3349,6145128
Tirupati,Korlagunta,1505,1806,2257,4,4,2,1,2,7,4,South,Apartment,Semi-Furnished,1,0,0,0,0,0,1,0,1,0,40,0,0,13.7119,79.4584,10132361
Tirupati,Renigunta Road,1593,1911,2388,4,4,2,1,5,20,12,North,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,40,0,0,13.49,79.4234,11491136
Kadapa,Co-operative Colony,788,945,1181,2,2,0,0,11,20,10,West,Apartment,Unfurnished,0,1,0,1,0,0,1,1,0,0,30,0,0,14.4326,78.8308,5657424
Delhi,Noida,901,1081,1351,2,2,0,2,6,7,0,West,Apartment,Unfurnished,1,1,1,0,0,1,0,1,1,1,30,1,0,28.6065,77.2044,13399508
Kadapa,Yerramukkapalli,753,903,1128,2,3,1,1,1,4,10,East,Builder Floor,Fully Furnished,1,0,1,0,0,1,1,1,1,0,40,0,1,14.4633,78.7531,5172218
Eluru,Eluru Bypass,851,1021,1276,2,2,2,2,3,4,11,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,40,0,0,16.7273,81.088,4660603
Vijayawada,Patamata,355,426,532,1,2,1,2,2,10,8,East,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,40,0,1,16.464,80.7103,4369904
